company_name,year,cluster_label,cluster,financial_health_score,net_profit_margin_percentage,gross_profit_margin_percentage,ebitda_margin_percentage,current_ratio,debt_equity_ratio,roe,roa,roi,asset_turnover_ratio,cfo_percentage,cfi_percentage,cff_percentage,revenue,net_income,market_capitalization
PCG,2014,At Risk,1,59.12185413474491,8.402575,61.562317,28.572264,1.0792,0.9802,9.0625,2.4116,4.6699,0.539403,-2544.827586,3251.034483,-606.206897,17090.0,1436.0,26.09
PCG,2015,At Risk,1,47.52135029948988,5.192182,65.769619,24.475732,0.9136,1.0164,5.2769,1.4043,2.7112,0.496081,-13500.0,18610.714286,-5010.714286,16833.0,874.0,30.73
PCG,2016,At Risk,1,59.11374777184331,7.885203,69.546021,27.368957,0.8149,1.0134,7.7342,2.0511,4.0887,0.482312,-2548.554913,3325.433526,-676.878613,17666.0,1393.0,23.06
PCG,2017,At Risk,1,64.1387842631974,9.606069,70.498979,33.609571,0.881,0.9824,8.5251,2.4407,4.4594,0.443897,2197.426471,-2077.205882,-20.220588,17135.0,1646.0,12.32
PCG,2018,At Risk,1,61.99323451729902,-40.879527,73.154723,-39.763709,0.2205,1.7046,-52.9877,-8.8798,-52.9877,0.480236,389.827728,-538.474159,248.646432,16759.0,-6851.0,5.75
PCG,2019,At Risk,1,56.24170262040303,-44.696129,77.646097,-40.04904,1.3321,0.0,-141.8337,-8.9699,-141.8337,3.179102,-4914.285714,6508.163265,-1493.877551,17129.0,-7656.0,24.73
PCG,2020,At Risk,1,63.87443684056058,-7.136282,78.894364,28.27982,0.707,1.9227,-6.1356,-1.3326,-2.2275,0.29733,2013.684211,815.578947,-2729.263158,18469.0,-1318.0,24.1
PCG,2021,At Risk,1,61.023429055231496,-0.494138,78.776281,25.607984,0.6356,2.1152,-0.4146,-0.0852,-0.148,0.312219,-706.875,2157.8125,-1350.9375,20642.0,-102.0,32.2
PCG,2022,At Risk,1,62.42227296955119,8.302583,77.601476,26.259225,0.8117,2.2563,7.8613,1.5289,2.5615,0.288531,581.40625,-1595.9375,1114.53125,21680.0,1800.0,41.28
PYPL,2014,Moderate,2,62.17787345068949,5.221184,52.560748,22.23053,1.3224,0.1325,5.08,1.9118,5.08,0.859129,356.340289,-462.439807,206.099518,8025.0,419.0,
PYPL,2015,Healthy,0,61.47650256884124,13.278547,51.027249,22.372405,1.5163,0.0,8.9251,4.2519,8.9251,0.672142,-333.246073,1052.094241,-618.848168,9248.0,1228.0,44.23
PYPL,2016,Moderate,2,61.35730442099355,12.92197,47.417451,21.306032,1.5246,0.0,9.5228,4.2322,9.5228,0.736949,-446.045198,833.898305,-287.853107,10842.0,1401.0,47.63
PYPL,2017,Healthy,0,61.95915436700741,13.708569,48.869711,22.391935,1.4279,0.0625,11.223,4.4023,11.223,0.770524,118.826291,-210.56338,191.737089,13094.0,1795.0,88.48
PYPL,2018,Moderate,2,61.950013004575496,13.313054,46.527733,19.222057,1.2725,0.1299,13.3693,4.7471,13.3693,0.888773,108.278996,16.22209,-24.501087,15451.0,2057.0,99.09
PYPL,2019,Moderate,2,62.00974188286816,13.836372,44.941481,20.431015,1.43,0.2933,14.5254,4.7903,11.2314,0.811719,161.804452,-228.219396,166.414944,17772.0,2459.0,127.01
PYPL,2020,Healthy,0,62.17245551906987,19.586091,46.616016,20.872565,1.3264,0.4455,20.944,5.9705,14.4887,0.739766,292.246241,-777.490602,585.244361,21454.0,4202.0,274.41
PYPL,2021,Healthy,0,68.58920693070405,16.432147,46.986717,21.784715,1.2218,0.3705,19.1881,5.4998,14.0012,0.852038,6370.32967,-5658.241758,-612.087912,25371.0,4169.0,221.57
PYPL,2022,Moderate,2,62.29999119759198,8.79061,42.346828,18.729559,1.2753,0.5138,11.9315,3.073,7.8818,0.896621,453.432137,-266.848674,-86.583463,27518.0,2419.0,81.19
SHLDQ,2009,Moderate,2,61.4195160632689,0.113321,27.051529,2.743211,1.3412,0.301,1.0207,0.3907,0.8368,3.706492,-344.444444,221.180556,223.263889,46770.0,53.0,8.98
SHLDQ,2010,Moderate,2,62.20294384047244,0.541974,27.642989,3.600092,1.3018,0.2655,2.9677,1.1287,2.515,3.631493,392.447917,-44.791667,-247.65625,43360.0,235.0,8.22
SHLDQ,2011,Moderate,2,61.75057952884077,0.311738,27.339209,3.061129,1.3375,0.3707,1.6137,0.5706,1.2685,3.613385,-32.539683,107.407407,25.132275,42664.0,133.0,3.39
SHLDQ,2012,Moderate,2,61.69553825740495,-7.554069,25.503404,-1.558929,1.112,0.8047,-71.8728,-14.5924,-48.5301,5.305837,44.934641,50.490196,4.575163,41567.0,-3140.0,4.47
SHLDQ,2013,Moderate,2,61.954337193992735,-2.333517,26.381292,-0.020073,1.1011,0.9836,-33.2283,-5.4498,-20.6061,6.334096,217.985612,-137.410072,19.42446,39854.0,-930.0,4.9
SHLDQ,2014,Moderate,2,61.432188458702896,-3.771969,24.193103,-0.538853,1.0946,1.9464,-51.1223,-6.1114,-22.2444,5.626251,-242.669584,145.295405,197.374179,36188.0,-1365.0,3.51
SHLDQ,2015,Moderate,2,62.276908045338196,-5.391371,22.91493,-2.849542,1.0479,-3.9958,191.5344,-13.7277,-84.5005,11.020014,178.967742,-42.193548,-36.774194,31198.0,-1682.0,2.19
SHLDQ,2016,Moderate,2,80.98440931304894,-4.48978,23.105066,-2.266762,1.1116,-1.5215,57.6687,-9.9497,-742.1052,24.651636,18058.333333,-20991.666667,3033.333333,25146.0,-1129.0,1.11
SHLDQ,2017,Moderate,2,58.87230164468481,-10.032523,21.167224,-7.272563,1.0673,-1.0887,58.0805,-23.7236,884.8605,65.267485,-2877.083333,508.333333,2468.75,22138.0,-2221.0,0.37
SHLDQ,2018,Moderate,2,57.93717581823512,-2.293139,21.117231,-0.31134,0.7756,-1.1099,10.2874,-5.274,25.9837,40.820446,-3684.0,3788.0,-4.0,16702.0,-383.0,0.04
